2025-05-28 17:56:28,915 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:10:32,723 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:10:32,725 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:10:32,773 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:10:32,776 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:10:32,824 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:10:32,833 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:11:45,008 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:12:00,961 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:12:00,965 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:12:01,016 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:12:01,019 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:12:01,074 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:12:01,077 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:16:50,458 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:17:11,047 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:24:09,204 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:24:47,581 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:24:59,262 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:24:59,265 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:24:59,413 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:24:59,416 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:24:59,457 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:24:59,460 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:25:06,195 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:25:06,198 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:25:06,247 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:25:06,251 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:25:06,298 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:25:06,301 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:29:09,252 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:29:23,070 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:29:23,073 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:29:23,122 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:29:23,124 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:29:23,281 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:29:23,283 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:37:00,722 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:38:12,587 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:39:19,966 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:41:47,292 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:42:17,167 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:43:49,068 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:43:55,091 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:43:55,092 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:44:35,761 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:44:48,224 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:44:48,224 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:45:09,424 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:45:09,427 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:45:09,467 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:45:09,470 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:45:09,510 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:45:09,510 | ERROR | DatabaseConnector | Error inserting into database: can't adapt type 'dict'
2025-05-28 23:46:23,537 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:46:23,539 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:48:50,247 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:49:02,209 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:49:02,212 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:49:02,374 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:49:02,376 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:49:02,418 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:49:02,421 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:49:07,393 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:49:07,395 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:50:19,451 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:50:34,404 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:50:34,406 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:54:38,541 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-28 23:54:48,719 | INFO | DatabaseConnector | Database connection established.
2025-05-28 23:54:48,719 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-28 23:56:01,025 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 00:01:22,628 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 00:05:59,543 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 00:06:57,529 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 00:08:57,253 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 00:09:09,262 | INFO | DatabaseConnector | Database connection established.
2025-05-29 00:09:09,277 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 00:09:09,327 | INFO | DatabaseConnector | Database connection established.
2025-05-29 00:09:09,327 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 00:10:30,417 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 00:10:42,203 | INFO | DatabaseConnector | Database connection established.
2025-05-29 00:10:42,207 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 00:10:42,270 | INFO | DatabaseConnector | Database connection established.
2025-05-29 00:10:42,274 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 00:18:06,610 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 00:18:25,898 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 01:19:06,399 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 01:21:23,775 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 01:26:51,209 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 01:27:35,253 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 01:29:08,356 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 02:26:18,267 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:26:18,271 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:26:18,323 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:26:18,325 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:26:18,372 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:26:18,373 | ERROR | DatabaseConnector | Error inserting into database: can't adapt type 'dict'
2025-05-29 02:27:00,675 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 02:27:10,390 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:27:10,392 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:27:10,447 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:27:10,449 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:27:10,597 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:27:10,597 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:27:36,149 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:27:36,157 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:27:36,206 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:27:36,209 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:27:36,258 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:27:36,259 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:29:14,683 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:29:14,690 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:29:14,748 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:29:14,751 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:29:14,807 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:29:14,809 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:29:33,287 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:29:33,303 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:29:33,345 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:29:33,347 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:29:33,387 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:29:33,388 | ERROR | DatabaseConnector | Error inserting into database: can't adapt type 'dict'
2025-05-29 02:29:57,534 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:29:57,544 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:29:57,584 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:29:57,587 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:29:57,625 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:29:57,626 | ERROR | DatabaseConnector | Error inserting into database: can't adapt type 'dict'
2025-05-29 02:30:35,860 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 02:31:02,108 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:31:02,111 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:31:02,153 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:31:02,155 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:31:02,200 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:31:02,202 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:32:15,312 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:32:15,315 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:32:15,360 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:32:15,364 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:32:15,413 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:32:15,416 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:35:53,355 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:35:53,358 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:35:53,400 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:35:53,404 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:35:53,444 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:35:53,444 | ERROR | DatabaseConnector | Error inserting into database: can't adapt type 'dict'
2025-05-29 02:36:51,585 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 02:37:01,234 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:01,237 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:37:01,288 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:01,291 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:37:01,342 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:01,342 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:37:09,239 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:09,241 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:37:09,294 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:09,297 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:37:09,348 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:09,350 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:37:25,389 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:25,392 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:37:25,444 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:25,447 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:37:25,494 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:25,500 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:37:36,863 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:36,872 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:37:36,914 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:36,916 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:37:37,062 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:37:37,062 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:49:13,471 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 02:49:42,232 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:49:42,232 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:49:42,379 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:49:42,379 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:49:42,427 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:49:42,429 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:56:33,859 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 02:57:05,603 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:57:05,603 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:57:05,660 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:57:05,662 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:57:05,794 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:57:05,810 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:57:17,093 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:57:17,103 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:57:17,146 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:57:17,146 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:57:17,189 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:57:17,192 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:59:48,060 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 02:59:57,227 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:59:57,229 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:59:57,281 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:59:57,284 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 02:59:57,334 | INFO | DatabaseConnector | Database connection established.
2025-05-29 02:59:57,336 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:00:08,383 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:00:08,393 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:00:08,434 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:00:08,436 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:00:08,477 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:00:08,479 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:08:06,331 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 03:08:20,519 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:08:20,519 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:08:20,582 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:08:20,586 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:08:20,639 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:08:20,641 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:08:38,662 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:08:38,665 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:08:38,803 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:08:38,804 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:08:38,953 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:08:38,953 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:09:06,576 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:09:06,578 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:09:06,617 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:09:06,623 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:09:06,664 | INFO | DatabaseConnector | Database connection established.
2025-05-29 03:09:06,666 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 03:10:35,681 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 21:52:40,454 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 21:53:34,054 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 21:54:00,518 | INFO | DatabaseConnector | Database connection established.
2025-05-29 21:54:00,523 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 21:54:00,680 | INFO | DatabaseConnector | Database connection established.
2025-05-29 21:54:00,683 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 21:54:00,830 | INFO | DatabaseConnector | Database connection established.
2025-05-29 21:54:00,832 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 21:54:18,084 | INFO | DatabaseConnector | Database connection established.
2025-05-29 21:54:18,090 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 21:54:18,159 | INFO | DatabaseConnector | Database connection established.
2025-05-29 21:54:18,165 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 21:54:18,225 | INFO | DatabaseConnector | Database connection established.
2025-05-29 21:54:18,228 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 21:54:41,401 | INFO | DatabaseConnector | Database connection established.
2025-05-29 21:54:41,403 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 21:54:41,446 | INFO | DatabaseConnector | Database connection established.
2025-05-29 21:54:41,448 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 21:54:41,491 | INFO | DatabaseConnector | Database connection established.
2025-05-29 21:54:41,494 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:01:59,667 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 22:02:33,817 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:02:33,820 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:02:33,866 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:02:33,869 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:02:33,910 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:02:33,913 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:06:37,697 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 22:06:58,138 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:06:58,142 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:06:58,193 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:06:58,195 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:06:58,243 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:06:58,246 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:07:31,256 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:07:31,259 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:07:31,310 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:07:31,315 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:07:31,363 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:07:31,366 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:09:19,975 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 22:10:41,917 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 22:11:11,322 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:11:11,332 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:11:11,486 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:11:11,489 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:11:11,532 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:11:11,534 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:13:27,977 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 22:14:01,243 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:14:01,245 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:14:01,297 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:14:01,299 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:14:01,345 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:14:01,347 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:15:11,957 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 22:15:18,793 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:15:18,793 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:15:18,858 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:15:18,861 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:15:18,913 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:15:18,913 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:15:40,839 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:15:40,842 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:15:40,892 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:15:40,894 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:15:40,939 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:15:40,945 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:18:51,830 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 22:19:19,788 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:19:19,797 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:19:19,849 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:19:19,852 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:19:20,006 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:19:20,008 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:21:59,787 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 22:22:08,834 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:22:08,837 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:22:08,889 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:22:08,889 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:22:08,943 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:22:08,946 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:22:34,507 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:22:34,507 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:22:34,659 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:22:34,663 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:22:34,808 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:22:34,811 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:24:47,674 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 22:25:10,548 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:25:10,557 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:25:10,599 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:25:10,606 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:25:10,647 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:25:10,652 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:29:04,915 | INFO | DatabaseConnector | DatabaseConnector initialized: host=localhost, port=5432, dbname=backenddb, user=springuser
2025-05-29 22:29:13,428 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:29:13,434 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:29:13,492 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:29:13,492 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:29:13,549 | INFO | DatabaseConnector | Database connection established.
2025-05-29 22:29:13,552 | INFO | DatabaseConnector | Conversation saved successfully.
2025-05-29 22:29:27,479 | INFO | DatabaseConnector | Database connection established.
